Type	Enabled	Quantity	SRC	Component	OITitle	Name	Behavior	CycleTime	Policy	Tags	SpawnTime	Location	Position	Original	Cleared	Branch
Supply Record	true	11	01205K000	AC	OI18	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	true	18	01205K000	NG	OI18	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	true	2	01205K000	RC	OI18	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	11	01225K000	AC	OI147	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	4	01225K100	NG	OI147	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	11	01285K000	AC	OI19	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	4	01285K000	NG	OI19	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	11	01285K100	AC	OI158	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	12	01302K000	AC	OI178	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	8	01402K000	NG	OI184	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	2	01402K000	RC	OI184	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	1	01418K000	RC	OI74	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	8	01435K000	NG	OI148	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	2	01435K000	RC	OI148	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	2	01447K000	NG	OI262	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	1	01447K000	RC	OI262	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	2	01605K100	RC	OI413	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	2	01605K100	NG	OI413	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	1	01607K000	AC	OI414	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	1	01612K000	NG	OI210	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	1	01612K100	NG	OI210	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	1	01622K000	AC	OI206	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	1	01622K000	NG	OI206	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	2	01623K000	AC	OI8	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	4	01623K000	NG	OI8	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	1	01625E000	AC	OI25	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	1	01635K000	NG	OI149	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	4	01636K000	NG	OI186	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	1	01636K000	RC	OI186	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	5	01639K000	NG	OI26	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	2	01639K000	RC	OI26	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	6	01655E000	NG	OI27	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	1	01695E000	AC	OI24	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	11	01707R000	AC	OI153	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	1	01802G000	AC	OI202	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	1	01808G000	AC	OI152	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	1	01815G000	AC	OI397	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	3	01825G000	AC	OI396	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	1	01927K000	AC	OI32	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	1	01959R000	NG	OI31	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	4	01980G000	NG	OI416	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	1	01982G000	NG	OI225	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	01
Supply Record	false	19	02523KB00	AC	OI334	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	02
Supply Record	false	51	02523KB00	NG	OI334	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	02
Supply Record	false	13	02523KB00	RC	OI334	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	02
Supply Record	false	33	02523KC00	AC	OI335	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	02
Supply Record	false	59	02523KC00	NG	OI335	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	02
Supply Record	false	13	02523KC00	RC	OI335	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	02
Supply Record	false	25	02523KD00	AC	OI336	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	02
Supply Record	false	51	02523KD00	NG	OI336	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	02
Supply Record	false	13	02523KD00	RC	OI336	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	02
Supply Record	false	15	02543KA00	AC	OI238	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	02
Supply Record	false	51	02543KA00	NG	OI238	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	02
Supply Record	false	13	02543KA00	RC	OI238	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	02
Supply Record	false	1	02553KA00	AC	OI239	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	02
Supply Record	false	4	02573KA00	AC	OI240	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	02
Supply Record	false	15	03310R000	AC	OI59	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	03
Supply Record	false	15	03310R000	NG	OI59	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	03
Supply Record	false	16	03310R000	RC	OI59	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	03
Supply Record	false	6	03323K000	AC	OI60	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	03
Supply Record	false	5	03396K000	AC	OI177	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	03
Supply Record	false	7	03396K000	NG	OI177	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	03
Supply Record	false	10	03396K000	RC	OI177	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	03
Supply Record	false	14	03420R300	NG	OI57	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	03
Supply Record	false	10	03420R300	RC	OI57	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	03
Supply Record	false	10	03470R000	RC	OI58	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	03
Supply Record	false	1	03492K000	AC	OI176	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	03
Supply Record	false	1	03492K000	NG	OI176	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	03
Supply Record	false	2	03492K000	RC	OI176	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	03
Supply Record	false	5	03520R000	AC	OI62	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	03
Supply Record	false	2	03520R000	NG	OI62	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	03
Supply Record	false	3	03579RA00	NG	OI61	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	03
Supply Record	false	3	03579RA00	RC	OI61	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	03
Supply Record	false	10	05315K500	AC	OI34	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	5	05315K500	NG	OI34	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	9	05315K600	AC	OI35	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	19	05315K600	NG	OI35	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	7	05315K700	AC	OI38	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	2	05315K700	NG	OI38	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	4	05315K800	AC	OI37	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	4	05402K000	AC	OI183	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	8	05402K000	NG	OI183	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	4	05402K000	RC	OI183	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	10	05427R000	AC	OI100	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	32	05427R000	NG	OI100	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	21	05427R000	RC	OI100	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	44	05428R000	NG	OI97	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	33	05428R000	RC	OI97	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	8	05429R000	AC	OI106	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	22	05429R000	NG	OI106	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	6	05429R000	RC	OI106	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	12	05435K000	AC	OI99	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	44	05435K000	NG	OI99	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	26	05435K000	RC	OI99	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	12	05437R200	AC	OI73	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	4	05437R200	NG	OI73	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	12	05437R200	RC	OI73	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	3	05437RC00	NG	OI9	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	12	05437RC00	RC	OI9	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	3	05438R000	AC	OI321	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	10	05438R000	NG	OI321	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	16	05438R000	RC	OI321	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	8	05439R000	AC	OI379	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	36	05439R000	NG	OI379	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	6	05439R000	RC	OI379	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	4	05473R000	AC	OI333	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	10	05473R000	NG	OI333	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	9	05473R000	RC	OI333	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	10	05510RA00	NG	OI103	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	8	05510RA00	RC	OI103	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	7	05510RB00	AC	OI104	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	42	05510RB00	NG	OI104	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	42	05510RB00	RC	OI104	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	4	05520RA00	NG	OI17	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	3	05520RA00	RC	OI17	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	12	05520RB00	NG	OI81	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	8	05520RB00	RC	OI81	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	7	05520RC00	NG	OI370	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	3	05520RD00	NG	OI249	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	8	05520RE00	NG	OI430	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	5	05530RA00	AC	OI101	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	14	05530RH00	NG	OI96	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	9	05530RH00	RC	OI96	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	5	05530RI00	NG	OI102	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	18	05530RI00	RC	OI102	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	4	05543RH10	AC	OI150	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	3	05543RH20	AC	OI150	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	2	05567RA00	NG	OI138	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	3	05567RA00	RC	OI138	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	8	05567RB00	AC	OI137	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	20	05567RB00	RC	OI137	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	4	05601KT00	AC	OI82	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	5	05601KT00	NG	OI82	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	5	05601KT00	RC	OI82	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	3	05601RH00	NG	OI115	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	1	05601RH00	RC	OI115	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	4	05603KT00	AC	OI82	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	5	05603KT00	NG	OI82	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	5	05603KT00	RC	OI82	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	1	05616K000	AC	OI198	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	3	05617R000	AC	OI94	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	2	05618R000	RC	OI346	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	1	05640R000	AC	OI93	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	2	05800R000	RC	OI208	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	05
Supply Record	false	9	06235K100	AC	OI119	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	19	06235K100	NG	OI119	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	4	06235K300	AC	OI128	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	7	06325K000	AC	OI126	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	2	06325K000	NG	OI126	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	9	06333K000	AC	OI160	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	1	06333K100	AC	OI161	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	10	06385K000	AC	OI127	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	5	06385K000	NG	OI127	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	7	06425R000	NG	OI118	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	4	06433K000	AC	OI162	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	8	06433K000	NG	OI162	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	10	06455R000	NG	OI117	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	6	06465K000	AC	OI320	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	2	06465K000	NG	OI320	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	5	06475K000	AC	OI228	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	12	06475K000	NG	OI228	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	4	06602R000	AC	OI49	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	2	06602R000	NG	OI49	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	4	06603A000	AC	OI7	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	2	06603A000	NG	OI7	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	33	06604A000	AC	OI154	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	14	06604A000	NG	OI154	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	06
Supply Record	false	21	07195K000	AC	OI265	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	07
Supply Record	false	6	07195K000	NG	OI265	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	07
Supply Record	false	25	07215K000	AC	OI264	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	07
Supply Record	false	58	07215K000	NG	OI264	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	07
Supply Record	false	1	07215K000	RC	OI264	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	07
Supply Record	false	11	07215K100	AC	OI263	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	07
Supply Record	false	1	07215K100	NG	OI263	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	07
Supply Record	false	10	07315K000	AC	OI77	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	07
Supply Record	false	5	07315K000	NG	OI77	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	07
Supply Record	false	20	07315K100	AC	OI76	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	07
Supply Record	false	10	07315K100	NG	OI76	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	07
Supply Record	false	1	07802K000	AC	OI169	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	07
Supply Record	false	1	07805K000	AC	OI376	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	07
Supply Record	false	3	07815R000	AC	OI372	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	07
Supply Record	false	7	08300R000	AC	OI287	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	08
Supply Record	false	12	08300R000	RC	OI287	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	08
Supply Record	false	3	08317K000	NG	OI295	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	08
Supply Record	false	5	08420R000	AC	OI190	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	08
Supply Record	false	10	08420R000	RC	OI190	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	08
Supply Record	false	12	08429R000	AC	OI286	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	08
Supply Record	false	24	08429R000	RC	OI286	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	08
Supply Record	false	5	08430R000	AC	OI46	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	08
Supply Record	false	2	08430R000	RC	OI46	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	08
Supply Record	false	4	08453R000	AC	OI283	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	08
Supply Record	false	7	08453R000	NG	OI283	Auto	Auto	0	Auto	Auto	0	Auto	Auto	false	true	08
